country,scenario,year,naphta_total,naphta_domestic,naphta_imported,electricity_demand_from_naphta,ch4_demand_from_naphta,h2_demand_from_naphta,demand_factor,import_share
PL,intermediary-eu-naphta,2046,6824386.001712073,5990508.419024789,833877.5826872839,351403.2238599941,95368.89403087464,53555.145266081614,0.4923996597058591,0.1221908582659428
PL,intermediary-eu-naphta,2047,6585532.491652152,5751936.421237128,833596.0704150237,337408.5904697699,91570.82782609508,51422.311605859926,0.4751656716161541,0.12657990397461308
PL,intermediary-eu-naphta,2048,6355038.854444326,5522865.553261359,832173.3011829667,323971.2933543113,87924.01960792084,49374.41804615655,0.4585348731095887,0.13094700445473997
PL,intermediary-eu-naphta,2049,6132612.494538775,5302917.432602726,829695.0619360488,311069.1365964759,84422.4455270354,47408.08184746837,0.4424861525507531,0.13529226943246625
PL,intermediary-eu-naphta,2050,5917971.0572299175,5091728.7458493225,826242.311380595,298680.8082315212,81060.32163392121,45520.054987892945,0.4269991372114767,0.13961580808530386
PT,intermediary-eu-naphta,2019,12206110.999999998,12206110.999999998,0.0,716010.4712599999,194321.28711999996,109122.63233999998,1.0,0.0
PT,intermediary-eu-naphta,2020,12157286.555999998,12157286.555999998,0.0,713146.4293749599,193544.00197151996,108686.14181063998,0.996,0.0
PT,intermediary-eu-naphta,2021,12108657.409775998,12048114.122727118,60543.28704888001,706742.3744391727,191805.97683381572,107710.14025718044,0.992016,0.005000000000000002
PT,intermediary-eu-naphta,2022,12060222.780136894,11939922.05790503,120300.72223186493,700395.827916709,190083.55916184807,106742.90319767097,0.988047936,0.009974999999999951
PT,intermediary-eu-naphta,2023,12011981.889016347,11832701.557825042,179280.33119130507,694106.2733820169,188376.60880057467,105784.35192695587,0.984095744256,0.014925124999999997
PT,intermediary-eu-naphta,2024,11963933.961460281,11726443.897835772,237490.06362450868,687873.1990470464,186684.9868535455,104834.40844665181,0.980159361278976,0.019850499375000007
PT,intermediary-eu-naphta,2025,11916078.22561444,11621140.431633206,294937.7939812336,681696.0977196038,185008.55567160065,103892.99545880087,0.97623872383386,0.024751246878125077
