country,year,jet_fossil_kt_per_yr,jet_total_kt_per_yr,jet_esaf_kt_per_yr,h2_esaf_kt_per_yr
FR,2034,57831.34957255255,82745.37225836141,24914.022685808864,12457.011342904432
FR,2035,53983.36199250806,85227.73342611226,31244.371433604203,15622.185716802102
FR,2036,50135.374412463585,87784.56542889563,37649.19101643204,18824.59550821602
FR,2037,46287.386832419106,90418.1023917625,44130.71555934339,22065.357779671696
FR,2038,42439.39925237462,93130.64546351538,50691.24621114076,25345.62310557038
FR,2039,38591.41167233014,95924.56482742085,57333.15315509071,28666.576577545355
FR,2040,34743.42409228566,98802.30177224347,64058.87767995781,32029.438839978906
FR,2041,32936.54296774304,101766.37082541078,68829.82785766774,34414.91392883387
FR,2042,31129.661843200414,104819.3619501731,73689.70010697268,36844.85005348634
FR,2043,29322.780718657796,107963.94280867832,78641.16209002052,39320.58104501026
FR,2044,27515.89959411516,111202.86109293865,83686.96149882348,41843.48074941174
FR,2045,25709.018469572537,114538.94692572682,88829.92845615429,44414.964228077144
FR,2046,23902.13734502991,117975.11533349863,94072.97798846872,47036.48899423436
FR,2047,22095.25622048729,121514.36879350359,99419.11257301629,49709.556286508145
FR,2048,20288.375095944662,125159.79985730871,104871.42476136405,52435.712380682024
FR,2049,18481.493971402037,128914.59385302797,110433.09988162594,55216.54994081297
FR,2050,16674.61284685941,132782.03166861882,116107.4188217594,58053.7094108797
GR,2025,70247.32398387147,70247.32398387147,0.0,0.0
GR,2026,72354.7437033876,72354.7437033876,0.0,0.0
GR,2027,74525.38601448924,74525.38601448924,0.0,0.0
GR,2028,76761.14759492391,76761.14759492391,0.0,0.0
GR,2029,78936.86545278362,79063.98202277164,127.11656998802209,63.558284994011046
GR,2030,81109.25082001166,81435.90148345479,326.650663443128,163.325331721564
GR,2031,76846.8454075358,83878.97852795843,7032.13312042263,3516.066560211315
GR,2032,72584.43999505993,86395.34788379719,13810.90788873726,6905.45394436863
GR,2033,68322.03458258408,88987.20832031111,20665.173737727033,10332.586868863516
GR,2034,64059.62917010822,91656.82456992044,27597.19539981222,13798.59769990611
GR,2035,59797.22375763235,94406.52930701806,34609.30554938571,17304.652774692855
GR,2036,55534.8183451565,97238.7251862286,41703.90684107211,20851.953420536054
GR,2037,51272.41293268064,100155.88694181546,48883.47400913482,24441.73700456741
GR,2038,47010.007520204774,103160.56355006993,56150.556029865154,28075.278014932577
GR,2039,42747.60210772891,106255.38045657205,63507.77834884314,31753.88917442157
GR,2040,38485.19669525306,109443.0418702692,70957.84517501615,35478.922587508074
GR,2041,36483.71937113395,112726.33312637729,76242.61375524334,38121.30687762167
GR,2042,34482.24204701486,116108.12312016859,81625.88107315372,40812.94053657686
GR,2043,32480.764722895765,119591.36681377367,87110.6020908779,43555.30104543895
GR,2044,30479.287398776654,123179.10781818687,92699.82041941021,46349.91020970511
GR,2045,28477.810074657555,126874.48105273249,98396.67097807494,49198.33548903747
GR,2046,26476.332750538462,130680.71548431445,104204.38273377599,52102.19136688799
GR,2047,24474.855426419363,134601.1369488439,110126.28152242453,55063.140761212264
GR,2048,22473.378102300256,138639.17105730923,116165.79295500898,58082.89647750449
GR,2049,20471.90077818116,142798.3461890285,122326.44541084734,61163.22270542367
GR,2050,18470.42345406206,147082.29657469934,128611.87312063729,64305.936560318645
HR,2025,0.0,0.0,0.0,0.0
HR,2026,0.0,0.0,0.0,0.0
HR,2027,0.0,0.0,0.0,0.0
HR,2028,0.0,0.0,0.0,0.0
HR,2029,0.0,0.0,0.0,0.0
HR,2030,0.0,0.0,0.0,0.0
HR,2031,0.0,0.0,0.0,0.0
HR,2032,0.0,0.0,0.0,0.0
HR,2033,0.0,0.0,0.0,0.0
HR,2034,0.0,0.0,0.0,0.0
HR,2035,0.0,0.0,0.0,0.0
HR,2036,0.0,0.0,0.0,0.0
HR,2037,0.0,0.0,0.0,0.0
HR,2038,0.0,0.0,0.0,0.0
HR,2039,0.0,0.0,0.0,0.0
HR,2040,0.0,0.0,0.0,0.0
HR,2041,0.0,0.0,0.0,0.0
HR,2042,0.0,0.0,0.0,0.0
HR,2043,0.0,0.0,0.0,0.0
HR,2044,0.0,0.0,0.0,0.0
HR,2045,0.0,0.0,0.0,0.0
HR,2046,0.0,0.0,0.0,0.0
HR,2047,0.0,0.0,0.0,0.0
HR,2048,0.0,0.0,0.0,0.0
HR,2049,0.0,0.0,0.0,0.0
HR,2050,0.0,0.0,0.0,0.0
HU,2025,0.0,0.0,0.0,0.0
HU,2026,0.0,0.0,0.0,0.0
HU,2027,0.0,0.0,0.0,0.0
HU,2028,0.0,0.0,0.0,0.0
HU,2029,0.0,0.0,0.0,0.0
HU,2030,0.0,0.0,0.0,0.0
HU,2031,0.0,0.0,0.0,0.0
HU,2032,0.0,0.0,0.0,0.0
HU,2033,0.0,0.0,0.0,0.0
HU,2034,0.0,0.0,0.0,0.0
HU,2035,0.0,0.0,0.0,0.0
HU,2036,0.0,0.0,0.0,0.0
HU,2037,0.0,0.0,0.0,0.0
HU,2038,0.0,0.0,0.0,0.0
HU,2039,0.0,0.0,0.0,0.0
HU,2040,0.0,0.0,0.0,0.0
HU,2041,0.0,0.0,0.0,0.0
HU,2042,0.0,0.0,0.0,0.0
HU,2043,0.0,0.0,0.0,0.0
HU,2044,0.0,0.0,0.0,0.0
HU,2045,0.0,0.0,0.0,0.0
